no;state;year;sid;cdl;pre2_cdl;caselaw;anywhere;assumption;civil;homicide_c;robbery_gun_r;jhcitizen_c;jhpolice_c;homicide;robbery;assault;burglary;larceny;motor;murder;hc_felonywsus;jhcitizen;jhpolice;population;police;unemployrt;income;blackm_15_24;whitem_15_24;blackm_25_44;whitem_25_44;prisoner;lagprisoner;poverty;exp_subsidy;exp_pubwelfare;northeast;midwest;south;west;effyear;r20001;r20002;r20003;r20004;r20011;r20012;r20013;r20014;r20021;r20022;r20023;r20024;r20031;r20032;r20033;r20034;r20041;r20042;r20043;r20044;r20051;r20052;r20053;r20054;r20061;r20062;r20063;r20064;r20071;r20072;r20073;r20074;r20081;r20082;r20083;r20084;r20091;r20092;r20093;r20094;r20101;r20102;r20103;r20104;trend_1;trend_2;trend_3;trend_4;trend_5;trend_6;trend_7;trend_8;trend_9;trend_10;trend_11;trend_12;trend_13;trend_14;trend_15;trend_16;trend_17;trend_18;trend_19;trend_20;trend_21;trend_22;trend_23;trend_24;trend_25;trend_26;trend_27;trend_28;trend_29;trend_30;trend_31;trend_32;trend_33;trend_34;trend_35;trend_36;trend_37;trend_38;trend_39;trend_40;trend_41;trend_42;trend_43;trend_44;trend_45;trend_46;trend_47;trend_48;trend_49;trend_50;trend_51;l_murder;l_homicide;l_homicide_c;l_robbery;l_assault;l_burglary;l_larceny;l_motor;l_robbery_gun;l_jhcitizen;l_jhpolice;l_hc_felonywsus;l_robbery_gun_r;l_pop;l_police;l_income;l_prisoner;l_lagprisoner;l_exp_subsidy;l_exp_pubwelfare;popwt;treatment_date;post;treated
157;Iowa;2002;16;0;0;0;0;0;0;44;0.230111212;0;3;1.55345726;41.27253723;225.1806946;658.2069092;2415.30835;205.5859528;1.624068975;0.176529244;0.035305846;0.141223386;2832392;265.8177258;3.900000095;49750;0.529375851;5.926192284;0.82509768;10.55380058;296.4985046;282.4448853;9.25059102;117.3510742;1119.999023;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.484934717;0.440482937;3.784189701;3.720197439;5.416903019;6.489519119;7.789582253;5.325864315;-1.469192505;-3.343706608;-1.957412362;-1.734268785;-1.469192505;14.85663223;5.582810879;10.81476593;5.692042351;5.643483639;4.765170097;7.021082878;2907060.25;NA;0;0
158;Iowa;2003;16;0;0;0;0;0;0;50;0.219274983;0;1;1.76064527;39.82579422;218.249588;616.7540283;2267.710938;198.565567;1.76064527;0.24649033;0.035212904;0.070425808;2839868;263.9911433;4.400000095;49060;0.527313232;5.958164215;0.804544449;10.25304699;300.9294739;296.4985046;9.289762764;113.5301056;1166.557861;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.565680385;0.565680373;3.912023067;3.684514761;5.385639191;6.424470425;7.72652626;5.291119576;-1.517428756;-3.346342564;-2.653195381;-1.400432467;-1.517428756;14.85926819;5.575915337;10.80079937;5.706875801;5.692042351;4.732068062;7.061812878;2907060.25;NA;0;0
159;Iowa;2004;16;0;0;0;0;0;0;44;0.24568966;2;1;1.543228865;40.68512344;228.4329376;628.7955933;2182.05542;197.5683594;1.543228865;0.140293524;0.105220146;0.070146762;2851165;261.2616246;4.699999809;50086;0.539954722;5.993655205;0.802899837;10.03028584;299.0005798;300.9294739;10.6832821;107.549736;1260.237671;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.433876872;0.433876887;3.784189701;3.705862522;5.431242466;6.443806171;7.688022614;5.286084652;-1.403686047;-2.251700401;-2.657165527;-1.964018464;-1.403686047;14.86323833;5.565522194;10.82149696;5.700445652;5.706875801;4.677953243;7.139055729;2907060.25;NA;0;0
160;Iowa;2005;16;0;0;0;0;0;0;40;0.200346917;0;2;1.397359848;40.27890015;232.5556183;633.9472656;2121.297119;192.1369934;1.397359848;0.279471993;0.034933999;0.10480199;2862541;263.9962187;4.300000191;51933;0.544865549;6.019267559;0.789473414;9.782637596;305.2183228;299.0005798;10.78457916;106.2701874;1283.602417;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.334584624;0.334584633;3.68887949;3.695827723;5.449129581;6.451965809;7.659782887;5.258208752;-1.607704878;-3.354294777;-2.255682468;-1.27485323;-1.607704878;14.86721992;5.575934887;10.85770988;5.721027374;5.700445652;4.665984631;7.15742588;2907060.25;NA;0;0
161;Iowa;2006;16;0;0;0;0;0;0;57;0.231586933;0;0;1.911414385;44.16373062;215.151474;623.355835;2074.856934;172.1278839;1.810813546;0.033533584;0.033533584;0.033533584;2982085;255.3582477;3.700000048;52043;0.542238057;5.80436182;0.777643859;9.339438438;297.6105652;305.2183228;10.59570737;100.2978821;1325.286133;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.593776226;0.647843484;4.043051243;3.787903786;5.371342182;6.435117722;7.637647629;5.148237705;-1.462799907;-3.395207882;-3.395207882;-3.395207882;-1.462799907;14.90813351;5.542667389;10.85982513;5.695785999;5.721027374;4.60814476;7.189383507;2907060.25;NA;0;0
162;Iowa;2007;16;0;0;0;0;0;0;40;0.24924925;0;4;1.34586513;44.81731033;223.5818481;578.5874023;1917.723267;166.4835205;1.312218547;0.134586513;0.033646628;0.168233141;2972066;262.8474603;3.799999952;51430;0.540297568;5.723762512;0.781947613;9.329772949;293.8023682;297.6105652;10.64252947;164.4102631;1278.070801;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.271719247;0.297037026;3.68887949;3.802594423;5.409777641;6.360589504;7.558894157;5.114896297;-1.389301896;-3.391842365;-1.782404542;-2.005548;-1.389301896;14.90476799;5.571573734;10.84797668;5.682907104;5.695785999;5.102365017;7.153107166;2907060.25;NA;0;0
163;Iowa;2008;16;0;0;0;0;0;0;77;0.238590866;0;2;2.580090761;41.85108566;214.0470276;556.1603394;1752.518311;146.6295776;2.580090761;0.1340307;0.033507675;0.100523025;2984391;269.100128;4;50776;0.554015875;5.692987442;0.808339119;9.307393074;293.7282715;293.8023682;11.09294995;167.4039917;1325.097534;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.947824597;0.947824577;4.343805313;3.734117746;5.366195679;6.321056843;7.468809128;4.987909317;-1.433005095;-3.395980835;-2.297368526;-2.00968647;-1.433005095;14.90890598;5.595083714;10.83517933;5.682654858;5.682907104;5.120409966;7.189241409;2907060.25;NA;0;0
164;Iowa;2009;16;0;0;0;0;0;0;38;0.269775182;0;6;1.275647283;40.31716537;213.3687897;551.1802979;1670.325806;131.0559692;1.275647283;0.167848319;0.033569664;0.234987646;2978880;270.470781;5.900000095;51558;0.55084461;5.645880222;0.818730533;9.329277992;295.8494568;293.7282715;11.49119803;172.5727692;1454.813477;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.243453726;0.243453722;3.637586117;3.696777344;5.363021851;6.312061787;7.420773983;4.875624657;-1.310166359;-3.394132376;-1.44822228;-1.784694552;-1.310166359;14.90705776;5.600163937;10.85046291;5.689850807;5.682654858;5.150818825;7.282632828;2907060.25;NA;0;0
165;Iowa;2010;16;0;0;0;0;0;0;39;0.272007912;0;0;1.28578651;33.33154297;212.5503998;549.1297607;1578.649048;124.490509;1.28578651;0.13187553;0.032968882;0.032968882;3033163;266.5534295;6.699999809;49177;0.52727139;5.513518333;0.8030231;9.836464882;311.7207947;295.8494568;11.53924138;171.4082031;1537.047607;0;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.251370609;0.251370601;3.663561583;3.506504297;5.35917902;6.308334827;7.36432457;4.824229717;-1.301924109;-3.412191153;-3.412191153;-2.025896788;-1.301924109;14.92511654;5.585574627;10.80318165;5.742107868;5.689850807;5.144047737;7.337618828;2907060.25;NA;0;0
166;Kansas;2000;17;0;0;1;0;0;0;169;0.190429688;0;1;6.483870029;78.57376099;277.4252319;824.2572021;3072.241943;249.2261505;3.683145046;0.191830471;0.038366094;0.076732188;2606468;372.1511256;3.799999952;51985;0.996214032;9.695572853;1.710207105;20.41889572;320.126709;322.7894592;9.019370274;59.44485855;639.4559937;0;1;0;0;2006;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.303766966;1.869317559;5.129898548;4.364037991;5.625551701;6.714482784;8.030162811;5.518360615;-1.6584723;-3.260581255;-2.567434072;-1.651143312;-1.6584723;14.77350616;5.919300079;10.85871029;5.768716812;5.777000427;4.085049152;6.460618019;2702063.25;2006;0;0
167;Kansas;2001;17;0;0;1;0;0;0;92;0.217911676;0;0;3.521347761;92.74158478;285.1143494;785.184021;2948.669434;305.6300354;3.1768682;0.53585726;0.038275521;0.038275521;2612636;379.11902;4.300000191;51004;1.042586923;9.76163578;1.697595835;20.12059784;328.2891235;320.126709;9.650559818;114.7992249;774.3318481;0;1;0;0;2006;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.155895829;1.258843803;4.521788597;4.529817104;5.652890205;6.66591835;7.989109516;5.722375393;-1.523665428;-3.262944698;-3.262944698;-0.623887479;-1.523665428;14.77587032;5.937849998;10.83965969;5.793894768;5.768716812;4.743184566;6.652000427;2702063.25;2006;0;0
168;Kansas;2002;17;0;0;1;0;0;0;78;0.256351054;7;0;2.961138487;82.19057465;263.8829956;747.0800781;2804.615723;273.7914124;2.505578756;0.265743196;0.303706497;0.037963312;2634122;378.8738714;5.099999905;51653;1.051659703;9.720809937;1.665564418;19.70986938;339.2022095;328.2891235;10.08582746;118.9333115;914.0678101;0;1;0;0;2006;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.918519735;1.085573818;4.356709003;4.409040451;5.575505733;6.616172314;7.939021587;5.612366676;-1.361207485;-1.191693544;-3.271135092;-1.325224876;-1.361207485;14.78406048;5.937203407;10.8523035;5.82659626;5.793894768;4.778563023;6.817904949;2702063.25;2006;0;0
169;Kansas;2003;17;0;0;1;0;0;0;125;0.157543391;0;0;4.73171711;85.05735016;279.1334534;831.7601929;3008.274414;296.4704895;3.520397663;0.529952347;0.03785374;0.03785374;2641747;384.5182752;5.599999905;52436;1.05551362;9.679768562;1.627142906;19.4249115;345.6803284;339.2022095;10.52950945;115.2529221;854.888855;0;1;0;0;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.258574009;1.554288162;4.828313828;4.44332552;5.631690025;6.723544121;8.009121895;5.69194746;-1.848054409;-3.27402544;-3.27402544;-0.634968162;-1.848054409;14.78695107;5.951991081;10.86734867;5.845514297;5.82659626;4.747128963;6.750971317;2702063.25;2006;0;0
170;Kansas;2004;17;0;1;1;0;0;0;122;0.200331122;0;0;4.597780704;68.28835297;273.3795166;759.2368164;3056.958984;320.7140503;4.597780704;0.339180559;0.037686728;0.037686728;2653454;375.5859344;5.599999905;47402;1.104334235;9.683793068;1.675815701;19.33460999;337.8992004;345.6803284;11.22058268;71.52386475;1076.721558;0;1;0;0;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.52557373;1.525573732;4.804020882;4.223739147;5.610860825;6.632313728;8.025176048;5.770549774;-1.607783675;-3.27844739;-3.27844739;-1.081222653;-1.607783675;14.7913723;5.928487301;10.76641941;5.822747707;5.845514297;4.270030975;6.981676102;2702063.25;2006;0;0
171;Kansas;2005;17;0;1;1;0;0;0;101;0.183286905;1;2;3.793262005;67.41490173;289.452179;714.6355591;2862.67334;350.7077332;3.75570488;0.563355744;0.075114101;0.112671144;2662616;391.0439958;5.099999905;46938;1.13568759;9.656705856;1.664565921;19.16697693;340.5673218;337.8992004;11.66769823;77.0967865;1136.932739;0;1;0;0;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.323276043;1.333226336;4.615120411;4.210865974;5.667990208;6.571772575;7.95951128;5.859953403;-1.6967026;-2.588747025;-2.183281898;-0.573843956;-1.6967026;14.79481983;5.968820095;10.75658321;5.830612659;5.822747707;4.345061779;7.03608942;2702063.25;2006;0;0
172;Kansas;2006;17;0.600000024;0;1;1;0;1;127;0.402828693;2;3;4.594665527;69.06469727;318.6961365;735.3997192;2804.446289;318.6961365;4.486130238;0.470320076;0.108535402;0.144713879;2764075;378.1011731;4.5;49260;1.101562023;9.188064575;1.595651388;18.40861702;318.9493713;340.5673218;11.83408554;71.31169128;1104.125;0;1;0;0;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.50099051;1.524895963;4.84418726;4.235043526;5.764237881;6.600414276;7.938961506;5.764237881;-0.909243882;-2.220678806;-1.93299675;-0.754341781;-0.909243882;14.83221626;5.935161591;10.80486774;5.765032291;5.830612659;4.26706028;7.006808281;2702063.25;2006;1;1
173;Kansas;2007;17;1;0;1;1;0;1;109;0.423870325;1;2;3.952387094;73.82624054;335.2639465;736.4856567;2670.109375;311.5496216;3.843605757;0.435125202;0.072520867;0.1087813;2757827;381.8948759;4.099999905;50998;1.130273938;9.277739525;1.632190824;18.42631912;315.3207092;318.9493713;10.94434132;65.45791626;1132.885132;0;1;0;0;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.346410871;1.374319724;4.691348076;4.30171442;5.814918041;6.60188961;7.889874935;5.741558552;-0.858327687;-2.623880863;-2.218415737;-0.832121491;-0.858327687;14.82995319;5.945145607;10.83954144;5.753590107;5.765032291;4.181407452;7.032522678;2702063.25;2006;1;1
174;Kansas;2008;17;1;0;1;1;0;1;113;0.390011877;2;0;4.066797733;60.53410339;308.1049194;710.5379639;2448.28418;266.9690857;4.030808449;0.575829744;0.107968077;0.035989359;2778599;370.1145793;4.5;48483;1.126790881;9.130284309;1.600194931;18.11621666;307.3131409;315.3207092;11.077669;64.69811249;1154.658203;0;1;0;0;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.393966913;1.402855892;4.727387905;4.103207111;5.73044014;6.566022396;7.803142548;5.587132931;-0.94157809;-2.225919724;-3.324532032;-0.551943243;-0.94157809;14.83745766;5.913812637;10.78896809;5.727867126;5.753590107;4.169732094;7.051559448;2702063.25;2006;1;1
175;Kansas;2009;17;1;0;1;1;0;1;125;0.474244118;1;2;4.499907494;64.29467773;301.3137817;701.0135498;2357.915527;214.4835815;4.463908195;0.143997028;0.071998514;0.107997775;2777835;368.1644158;6.599999905;45455;1.146864414;9.128583908;1.63958621;18.04585266;311.0695801;307.3131409;12.94864526;71.23711395;1200.854248;0;1;0;0;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.496024609;1.50405684;4.828313828;4.163476944;5.708152294;6.552527428;7.765533447;5.368233204;-0.746033072;-2.631109715;-2.225644588;-1.937962651;-0.746033072;14.83718204;5.908529758;10.72447777;5.74001646;5.727867126;4.266014099;7.090788364;2702063.25;2006;1;1
176;Kansas;2010;17;1;0;1;1;0;1;100;0.454015553;3;4;3.529430866;54.49441147;274.5897217;684.850769;2244.788574;212.0834961;3.458842278;0.529414654;0.141177237;0.176471546;2833318;372.8843709;6.599999905;46229;1.052617431;8.91738987;1.679515004;17.54825974;319.4487915;311.0695801;12.40626714;73.73228455;1179.526245;0;1;0;0;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.240933895;1.26113663;4.60517025;3.998098135;5.615278244;6.529201031;7.716366768;5.356979847;-0.789623797;-1.957739234;-1.734595656;-0.635983288;-0.789623797;14.85695934;5.921268463;10.74136257;5.766596794;5.74001646;4.300440788;7.072868347;2702063.25;2006;1;1
177;Kentucky;2000;18;0;0;1;0;0;0;193;0.290847659;1;1;4.914736748;82.91390228;187.4984894;644.4671631;1862.532471;236.1620178;1.83347702;0.280114532;0.050929915;0.050929915;3926965;251.3900684;4.300000191;45916;3.233565807;5.075369835;4.759961128;10.36625004;379.9117126;386.7123718;14.01418144;95.7871933;1315.893433;0;0;1;0;2006;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.606214166;1.592238191;5.262690067;4.417802811;5.233770847;6.468423843;7.529692173;5.46451807;-1.234955668;-2.977304697;-2.977304697;-1.272556663;-1.234955668;15.18337727;5.527005672;10.7345686;5.939939022;5.957681179;4.562129021;7.182271004;4105912;2006;0;0
178;Kentucky;2001;18;0;0;1;0;0;0;181;0.338635683;2;2;4.581461906;82.74474335;152.099472;682.5112915;1808.487793;226.3900299;1.999643564;0.253119439;0.075935833;0.075935833;3950704;252.3094618;5.199999809;47337;3.269265413;5.064818859;4.656056404;10.05873871;390.411438;379.9117126;14.81513168;106.0811081;1364.438721;0;0;1;0;2006;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.692968965;1.522018141;5.198496819;4.415760517;5.024534702;6.525779247;7.500246525;5.422259331;-1.082830429;-2.577866554;-2.577866554;-1.373893857;-1.082830429;15.18940449;5.530656338;10.76504707;5.967201233;5.939939022;4.664204121;7.21849823;4105912;2006;0;0
179;Kentucky;2002;18;0;0;1;0;0;0;191;0.306291908;0;2;4.80128336;78.70585632;168.2208862;675.9754639;1819.409912;234.307663;2.136696815;0.578164995;0.025137609;0.075412832;3978103;252.2559119;5.699999809;44554;3.302704811;5.037074089;4.568760395;9.784286499;400.2661438;390.411438;14.98842539;119.1080856;1461.372681;0;0;1;0;2006;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.759261072;1.568883249;5.25227356;4.365717411;5.125277996;6.516156673;7.506267548;5.456634998;-1.183216691;-3.683390141;-2.584777832;-0.547895968;-1.183216691;15.19631577;5.530444145;10.70445728;5.992129803;5.967201233;4.780031204;7.28713131;4105912;2006;0;0
180;Kentucky;2003;18;0;0;1;0;0;0;181;0.330024809;1;2;4.521568298;80.53887177;142.4668732;650.3563843;1725.765137;206.1685181;1.973502159;0.449658722;0.049962077;0.074943118;4003036;251.9088012;6.300000191;43787;3.310862064;4.971476555;4.498960495;9.522722244;415.2348328;400.2661438;15.15132514;135.2031403;1469.640381;0;0;1;0;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.67980969;1.508858902;5.198496819;4.388740063;4.959109306;6.477520466;7.453425884;5.328693867;-1.108587503;-2.996490955;-2.591025829;-0.799266398;-1.108587503;15.20256329;5.529067039;10.68709183;6.028844357;5.992129803;4.906778336;7.292773247;4105912;2006;0;0
181;Kentucky;2004;18;0;1;1;0;0;0;236;0.447062433;0;2;5.854432106;81.06900024;134.2054138;642.5487061;1749.755737;217.6062622;5.38310051;0.694593608;0.024806915;0.074420743;4031134;252.1374879;5.5;41104;3.32162118;4.931986809;4.471446514;9.374061584;441.9104004;415.2348328;16.57699794;152.7213135;1510.495483;0;0;1;0;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.683264494;1.767198999;5.463831902;4.395300865;4.899371624;6.465442657;7.467231274;5.382687092;-0.805057049;-3.696632862;-2.598020554;-0.364428341;-0.805057049;15.20955849;5.529974461;10.62386036;6.091107368;6.028844357;5.028614998;7.320192814;4105912;2006;0;0
182;Kentucky;2005;18;0;1;1;0;0;0;190;0.438211381;1;1;4.681379318;90.91731262;143.718338;651.8943481;1733.440796;216.7232208;4.361074448;0.665248632;0.049277674;0.049277674;4058633;251.784283;6;40987;3.303304434;4.833228111;4.443861008;9.197258949;484.448822;441.9104004;16.85636519;158.2660217;1492.824463;0;0;1;0;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.472718477;1.543592793;5.247024059;4.509950638;4.967855453;6.479882717;7.457863808;5.378621101;-0.825053871;-3.010284185;-3.010284185;-0.407594413;-0.825053871;15.21635723;5.528572559;10.62100983;6.183012009;6.091107368;5.064277172;7.308425426;4105912;2006;0;0
